2024 06 24.19418, 00:00:00.000, 13:56:45.03, -6:17:11.2, -4.701064819813441E-02, 9.315386596890227E-01, 4.038067896920002E-01
2024 07 04.18755, 00:00:00.000, 13:45:55.99, -9:36:54.8, -2.146277762178119E-01, 9.118227244606659E-01, 3.952667014583921E-01
2024 07 11.17020, 00:00:00.000, 13:41:12.33, -11:59:17.7, -3.286795744593063E-01, 8.826623734719500E-01, 3.826252977305942E-01
