2460485.69418, 00:00:00.000, 13:56:45.03, -6:17:11.20, -0.0502606730328671, 0.931432089096109, 0.403721469937591
2460495.68755, 00:00:00.000, 13:45:55.99, -9:36:54.80, -0.217702200180192, 0.911236788761559, 0.394972692162364
2460500.69286, 00:00:00.000, 13:42:19.07, -11:18:47.8, -0.29958827754938, 0.89141372187285, 0.386378954095928
